id,created_at,user_id,amount
2507,2018-10-06 05:12:18.162041,834,5
2510,2018-10-06 06:04:40.96314,835,10
2516,2018-10-06 18:00:09.003681,836,5
2519,2018-10-07 07:03:24.316067,837,10
2532,2018-10-09 00:42:16.559555,839,10
2534,2018-10-09 03:11:50.547291,840,5
2539,2018-10-09 18:58:38.439725,841,5
2542,2018-10-10 04:02:00.920502,842,5
2546,2018-10-10 19:01:15.792805,843,5
2551,2018-10-11 08:10:49.378536,844,10
2554,2018-10-11 13:03:53.63359,845,5
2557,2018-10-11 21:15:59.655898,928,10
2559,2018-10-11 23:19:21.66765,846,10
2561,2018-10-12 03:56:10.460685,930,5
2562,2018-10-12 05:51:07.256509,931,5
2567,2018-10-12 15:31:53.580275,848,5
2569,2018-10-12 16:12:39.793923,849,5
2571,2018-10-12 20:49:14.831651,850,5
2574,2018-10-13 05:25:36.357028,851,10
2578,2018-10-13 22:14:03.894653,853,5
2580,2018-10-14 00:01:19.265501,932,10
2581,2018-10-14 01:05:47.558943,854,5
2582,2018-10-14 01:32:20.260221,855,5
2586,2018-10-14 11:00:26.478877,856,10
2589,2018-10-14 21:37:50.106484,857,10
2594,2018-10-15 08:40:50.632012,858,5
2595,2018-10-15 09:52:37.104731,934,10
2596,2018-10-15 14:50:26.265301,936,5
2597,2018-10-15 15:03:48.908503,937,5
2599,2018-10-15 18:49:34.219262,938,5
2603,2018-10-16 08:31:59.646037,939,10
2605,2018-10-16 14:32:08.164921,859,10
2614,2018-10-17 12:13:13.56386,942,5
2618,2018-10-17 16:05:51.525769,943,5
2619,2018-10-17 16:28:26.769072,944,10
2620,2018-10-17 16:29:49.872021,945,10
2621,2018-10-17 17:22:56.067573,946,5
2624,2018-10-18 06:53:53.781322,864,10
2635,2018-10-20 01:17:13.861275,948,10
2636,2018-10-20 03:14:58.571095,870,10
2637,2018-10-20 08:26:09.577246,949,5
2639,2018-10-20 09:06:57.924859,871,5
2643,2018-10-20 17:58:13.772482,872,5
2644,2018-10-20 23:14:04.426884,950,5
2645,2018-10-20 23:59:48.366135,951,5
2649,2018-10-21 06:45:08.453694,952,5
2650,2018-10-21 07:12:25.122146,953,5
2651,2018-10-21 09:03:52.949077,954,10
2652,2018-10-21 12:04:01.770554,873,10
2655,2018-10-21 15:15:55.00201,874,5
2657,2018-10-21 18:57:04.526696,875,10
2658,2018-10-21 21:53:00.285374,955,10
2659,2018-10-21 22:24:26.590371,876,5
2661,2018-10-22 01:18:08.778057,877,10
2663,2018-10-22 05:13:59.800275,956,5
2664,2018-10-22 06:13:49.806552,957,5
2665,2018-10-22 07:26:19.795832,958,5
2666,2018-10-22 07:56:36.361316,879,10
2667,2018-10-22 08:42:53.283288,880,5
2674,2018-10-22 19:16:49.229665,959,10
2676,2018-10-23 07:27:40.702937,881,5
2679,2018-10-23 14:13:22.989732,960,5
2688,2018-10-24 16:35:18.232099,962,5
2692,2018-10-25 02:13:22.574647,964,10
2694,2018-10-25 16:58:07.374421,883,5
2695,2018-10-25 18:38:43.428183,966,10
2696,2018-10-25 20:32:36.245678,884,5
2699,2018-10-26 15:44:58.247031,967,10
2700,2018-10-26 16:18:33.306308,968,10
2702,2018-10-26 18:36:16.785124,969,5
2703,2018-10-26 21:26:40.445019,970,5
2704,2018-10-27 01:33:41.58209,971,10
2706,2018-10-27 06:06:31.600117,972,5
2707,2018-10-27 10:58:26.164341,887,10
2708,2018-10-27 12:57:42.676117,973,5
2710,2018-10-27 16:10:07.157454,974,10
2712,2018-10-27 19:01:25.695547,975,5
2713,2018-10-27 19:20:09.300799,889,5
2714,2018-10-27 19:31:08.260411,976,10
2719,2018-10-28 07:08:15.080412,977,5
2723,2018-10-28 13:23:51.575151,978,10
2724,2018-10-28 13:30:29.996446,979,5
2729,2018-10-28 17:28:29.929049,980,10
2731,2018-10-28 20:22:31.520372,892,5
2735,2018-10-29 08:34:56.635864,893,5
2737,2018-10-29 15:24:41.275398,894,5
2739,2018-10-29 16:43:03.163594,895,5
2747,2018-10-30 05:16:23.649062,896,10
2751,2018-10-30 11:42:37.932134,897,5
2753,2018-10-30 23:05:38.288612,898,5
2754,2018-10-30 23:16:46.866961,982,5
2758,2018-10-31 17:08:13.217121,983,5
2760,2018-11-01 05:19:52.297176,899,10
2768,2018-11-01 17:46:12.948148,984,5
2774,2018-11-02 00:20:21.868155,986,10
2776,2018-11-02 03:15:50.346554,987,10
2781,2018-11-02 16:01:29.741914,988,5
2789,2018-11-03 05:46:37.923591,989,5
2790,2018-11-03 05:48:14.624937,990,10
2792,2018-11-03 07:47:23.695997,991,10
2799,2018-11-03 20:17:30.48507,992,10
2800,2018-11-03 23:39:34.087789,994,5
2803,2018-11-04 10:18:28.219633,995,10
2810,2018-11-05 05:15:15.842429,996,10
2818,2018-11-06 00:01:52.345024,998,5
2824,2018-11-06 21:13:51.558705,1000,10
207,2018-01-07 07:24:54.203739,4,10
209,2018-01-07 09:36:40.320784,5,5
407,2018-02-08 19:32:44.132914,86,5
422,2018-02-11 00:45:53.377973,91,5
423,2018-02-11 05:08:23.02419,92,5
425,2018-02-11 12:03:51.632689,93,10
428,2018-02-11 20:03:15.723503,94,10
431,2018-02-12 00:17:22.875161,95,5
433,2018-02-12 03:47:49.236769,96,5
434,2018-02-12 08:02:11.866517,98,5
436,2018-02-12 12:20:31.557742,99,5
440,2018-02-13 05:49:31.622508,100,5
446,2018-02-13 19:12:21.771812,103,10
452,2018-02-14 20:12:23.1907,106,5
455,2018-02-15 21:12:38.663224,107,10
464,2018-02-17 02:20:25.80313,110,5
468,2018-02-17 19:08:32.106109,112,10
469,2018-02-18 03:26:53.895238,113,5
472,2018-02-18 18:30:24.846216,116,10
477,2018-02-19 12:27:55.298606,117,10
478,2018-02-19 13:41:42.340576,118,5
480,2018-02-19 20:43:20.969398,120,10
486,2018-02-20 16:37:49.252161,122,10
489,2018-02-21 03:21:04.940221,123,10
490,2018-02-21 08:21:34.065524,124,10
2761,2018-11-01 08:02:51.747652,900,10
2762,2018-11-01 09:58:56.90259,901,5
2764,2018-11-01 14:54:47.804096,902,5
2766,2018-11-01 16:28:23.354808,903,10
2770,2018-11-01 20:05:33.174698,904,5
2771,2018-11-01 20:56:58.703929,905,5
2782,2018-11-02 16:53:55.40894,908,5
2783,2018-11-02 19:05:03.888087,909,5
2801,2018-11-04 07:04:22.237257,912,5
2804,2018-11-04 20:40:26.174651,913,10
2807,2018-11-04 22:16:59.268154,914,10
2814,2018-11-05 14:23:19.442301,916,5
2815,2018-11-05 16:43:55.970268,917,10
2821,2018-11-06 09:10:50.588131,918,5
2681,2018-10-23 17:08:07.258272,803,5
2683,2018-10-24 03:05:04.247463,805,5
2686,2018-10-24 14:59:12.738849,806,5
2697,2018-10-26 05:58:20.226842,812,10
2705,2018-10-27 02:14:13.191029,814,5
2727,2018-10-28 13:48:46.818419,816,10
2734,2018-10-29 05:48:54.798849,818,5
2784,2018-11-02 19:18:47.535601,821,5
2785,2018-11-02 22:29:56.168426,822,5
2793,2018-11-03 08:34:20.950199,825,5
2794,2018-11-03 10:24:21.224598,826,10
2796,2018-11-03 16:57:45.369752,827,5
2802,2018-11-04 10:11:38.762107,828,5
2808,2018-11-05 02:44:47.820506,829,10
2816,2018-11-05 22:52:40.038759,832,5
2817,2018-11-05 23:06:18.497808,833,5
2327,2018-09-19 22:25:59.586487,869,10
2329,2018-09-20 03:14:58.571095,870,10
2332,2018-09-20 09:06:57.924859,871,10
2335,2018-09-20 16:37:49.252161,122,5
2336,2018-09-20 17:58:13.772482,872,10
607,2018-03-08 19:32:44.132914,86,5
622,2018-03-11 00:45:53.377973,91,10
624,2018-03-11 12:03:51.632689,93,5
627,2018-03-11 20:03:15.723503,94,10
629,2018-03-12 00:17:22.875161,95,5
631,2018-03-12 03:47:49.236769,96,5
2633,2018-10-19 22:10:23.122687,714,5
2638,2018-10-20 08:30:29.674246,715,10
2656,2018-10-21 15:32:51.552964,719,10
2680,2018-10-23 15:09:54.06633,722,5
2690,2018-10-24 20:42:43.080205,726,5
2691,2018-10-24 23:31:18.114458,727,5
2693,2018-10-25 06:32:52.014679,728,10
2701,2018-10-26 17:29:52.21434,729,5
2720,2018-10-28 07:30:39.275133,734,5
2733,2018-10-29 04:27:25.707404,737,5
2740,2018-10-29 16:54:54.984155,740,5
2745,2018-10-30 03:15:09.641886,743,10
2755,2018-10-31 01:50:31.861623,746,10
2756,2018-10-31 02:06:10.106987,747,5
2759,2018-10-31 17:25:28.99549,749,5
2765,2018-11-01 15:26:05.917144,753,10
2773,2018-11-01 23:48:17.454574,754,10
2795,2018-11-03 14:53:53.803866,757,10
2797,2018-11-03 17:16:57.961087,758,10
2813,2018-11-05 12:55:20.495597,759,5
2820,2018-11-06 05:23:43.385562,761,10
591,2018-03-07 07:24:54.203739,4,5
593,2018-03-07 09:36:40.320784,5,5
603,2018-03-08 04:38:28.503406,9,5
606,2018-03-08 13:05:37.252461,10,5
614,2018-03-10 06:09:33.551172,14,10
618,2018-03-10 16:19:40.348793,15,10
630,2018-03-12 01:56:35.203768,16,5
632,2018-03-12 09:05:58.968269,18,5
634,2018-03-12 16:41:56.711651,19,10
636,2018-03-13 01:38:27.598603,21,5
647,2018-03-14 03:59:30.738255,24,5
649,2018-03-14 07:06:46.113041,25,5
652,2018-03-15 16:32:43.266695,28,10
657,2018-03-16 08:15:54.201545,30,10
669,2018-03-18 07:43:32.910083,37,10
672,2018-03-19 04:51:52.420068,39,5
828,2018-04-08 19:32:44.132914,86,10
845,2018-04-11 00:45:53.377973,91,5
848,2018-04-11 12:03:51.632689,93,10
853,2018-04-12 03:47:49.236769,96,10
862,2018-04-13 05:49:31.622508,100,5
867,2018-04-13 19:12:21.771812,103,5
876,2018-04-14 20:12:23.1907,106,5
882,2018-04-15 21:12:38.663224,107,10
904,2018-04-18 18:30:24.846216,116,10
909,2018-04-19 12:27:55.298606,117,5
910,2018-04-19 13:41:42.340576,118,5
912,2018-04-19 20:43:20.969398,120,10
919,2018-04-20 16:37:49.252161,122,10
922,2018-04-21 03:21:04.940221,123,10
924,2018-04-21 08:21:34.065524,124,5
2631,2018-10-19 14:51:36.027908,633,10
2646,2018-10-21 01:52:08.339072,635,10
2668,2018-10-22 09:30:33.023802,640,5
2671,2018-10-22 16:27:17.304593,641,5
2689,2018-10-24 18:33:07.415481,645,10
2698,2018-10-26 11:31:42.433698,650,5
2738,2018-10-29 16:01:17.308387,655,5
2742,2018-10-29 19:31:13.712403,656,10
2772,2018-11-01 21:55:44.589693,660,5
2777,2018-11-02 07:14:40.425696,661,10
2778,2018-11-02 10:08:57.696073,662,5
2779,2018-11-02 11:01:14.505653,663,5
2788,2018-11-03 03:49:31.881193,664,10
2812,2018-11-05 09:15:45.413086,674,5
2823,2018-11-06 21:13:12.757628,678,5
1081,2018-05-08 19:32:44.132914,86,5
2632,2018-10-19 15:14:10.142792,550,10
2634,2018-10-19 23:38:14.491117,551,5
2647,2018-10-21 05:30:25.286863,555,10
2653,2018-10-21 12:07:29.370675,556,5
2654,2018-10-21 12:56:17.402269,557,10
2672,2018-10-22 17:15:24.881085,558,5
2673,2018-10-22 18:43:01.395924,560,10
2685,2018-10-24 12:49:15.330167,565,5
2726,2018-10-28 13:34:31.861519,573,5
2741,2018-10-29 17:43:56.767957,578,10
2752,2018-10-30 17:15:54.166824,583,10
2757,2018-10-31 02:51:36.974433,585,10
2775,2018-11-02 00:45:16.254296,590,10
2786,2018-11-03 02:03:40.861528,592,10
2798,2018-11-03 17:50:06.69695,594,5
2819,2018-11-06 04:20:08.792413,597,10
1068,2018-05-07 09:36:40.320784,5,10
1078,2018-05-08 13:05:37.252461,10,10
1093,2018-05-10 16:19:40.348793,15,10
1107,2018-05-12 01:56:35.203768,16,5
1114,2018-05-12 16:41:56.711651,19,10
1117,2018-05-13 01:38:27.598603,21,5
1137,2018-05-15 16:32:43.266695,28,5
1143,2018-05-16 08:15:54.201545,30,10
1161,2018-05-18 07:43:32.910083,37,5
1370,2018-06-11 00:45:53.377973,91,5
1375,2018-06-11 12:03:51.632689,93,5
1394,2018-06-13 19:12:21.771812,103,5
1406,2018-06-14 20:12:23.1907,106,5
1445,2018-06-18 18:30:24.846216,116,5
1450,2018-06-19 13:41:42.340576,118,5
1453,2018-06-19 20:43:20.969398,120,5
1460,2018-06-20 16:37:49.252161,122,10
1467,2018-06-21 08:21:34.065524,124,5
1,2017-11-07 07:08:41.521829,3,10
2570,2018-10-12 19:12:19.271523,443,5
2573,2018-10-13 03:06:02.418501,444,10
2577,2018-10-13 21:23:25.065592,446,5
2608,2018-10-17 00:08:13.824105,458,10
2609,2018-10-17 02:10:46.357148,459,10
2641,2018-10-20 15:37:31.709803,466,5
2675,2018-10-23 01:41:55.027653,474,10
2677,2018-10-23 11:54:56.35762,476,5
2682,2018-10-23 21:57:43.042963,477,5
2684,2018-10-24 05:56:03.591373,479,5
2715,2018-10-27 23:46:29.3724,489,5
2728,2018-10-28 16:51:48.110938,492,10
2743,2018-10-29 21:04:40.958312,495,5
2746,2018-10-30 04:55:03.888713,500,10
2763,2018-11-01 13:56:06.995553,501,10
2769,2018-11-01 18:36:58.890267,504,5
2787,2018-11-03 03:16:12.336336,507,10
2805,2018-11-04 21:37:31.430424,512,5
2809,2018-11-05 04:08:06.315181,514,5
1659,2018-07-11 00:45:53.377973,91,5
2462,2018-10-02 11:16:38.065158,344,10
2518,2018-10-07 01:46:58.857266,354,10
2610,2018-10-17 04:31:07.262508,370,5
2627,2018-10-19 07:47:04.917262,374,10
2648,2018-10-21 06:19:00.211627,378,5
2660,2018-10-21 23:39:15.181474,379,10
2669,2018-10-22 09:30:51.139817,381,10
2670,2018-10-22 11:13:10.58127,382,10
2718,2018-10-28 05:10:39.165435,398,5
2721,2018-10-28 11:46:28.208415,399,5
2736,2018-10-29 14:18:30.650063,402,5
2748,2018-10-30 06:42:15.007844,405,5
2749,2018-10-30 07:30:51.541008,406,10
2750,2018-10-30 09:36:08.033129,407,10
79,2017-12-08 19:32:44.132914,86,5
82,2017-12-09 21:34:40.410752,89,10
85,2017-12-11 00:45:53.377973,91,5
86,2017-12-11 05:08:23.02419,92,10
87,2017-12-11 12:03:51.632689,93,10
88,2017-12-11 20:03:15.723503,94,5
89,2017-12-12 00:17:22.875161,95,5
91,2017-12-12 03:47:49.236769,96,5
92,2017-12-12 06:54:31.893165,97,5
93,2017-12-12 08:02:11.866517,98,5
95,2017-12-12 12:20:31.557742,99,5
99,2017-12-13 05:49:31.622508,100,5
100,2017-12-13 19:12:21.771812,103,10
104,2017-12-14 11:18:59.964569,104,10
106,2017-12-14 20:12:23.1907,106,10
108,2017-12-15 21:12:38.663224,107,10
109,2017-12-16 03:34:30.141848,108,10
114,2017-12-17 02:20:25.80313,110,5
115,2017-12-17 19:08:32.106109,112,10
116,2017-12-18 03:26:53.895238,113,5
119,2017-12-18 09:56:13.004908,115,10
120,2017-12-18 18:30:24.846216,116,5
123,2017-12-19 12:27:55.298606,117,10
124,2017-12-19 13:41:42.340576,118,10
126,2017-12-19 20:32:12.562644,119,10
127,2017-12-19 20:43:20.969398,120,10
129,2017-12-20 16:37:49.252161,122,10
131,2017-12-21 03:21:04.940221,123,5
132,2017-12-21 08:21:34.065524,124,5
1945,2018-08-11 00:45:53.377973,91,10
2290,2018-09-15 22:13:50.330977,204,10
2292,2018-09-16 00:34:03.245313,205,5
2320,2018-09-19 09:41:58.273636,214,5
2343,2018-09-21 14:35:46.471079,220,10
2352,2018-09-22 04:12:47.063567,221,10
2,2017-11-07 07:24:54.203739,4,5
3,2017-11-07 09:36:40.320784,5,5
4,2017-11-08 01:00:24.87733,8,5
5,2017-11-08 04:38:28.503406,9,5
6,2017-11-08 13:05:37.252461,10,5
7,2017-11-09 07:25:44.827846,11,5
8,2017-11-09 21:10:25.254694,12,10
9,2017-11-10 06:09:33.551172,14,10
10,2017-11-10 16:19:40.348793,15,10
11,2017-11-12 01:56:35.203768,16,5
12,2017-11-12 08:19:39.593885,17,5
13,2017-11-12 09:05:58.968269,18,10
14,2017-11-12 16:41:56.711651,19,5
15,2017-11-12 23:09:54.260307,20,5
16,2017-11-13 01:38:27.598603,21,10
17,2017-11-13 22:00:44.005289,22,5
18,2017-11-14 03:01:54.292911,23,10
19,2017-11-14 03:59:30.738255,24,10
20,2017-11-14 07:06:46.113041,25,10
21,2017-11-14 16:05:51.164113,26,10
22,2017-11-15 14:18:43.618088,27,10
23,2017-11-15 16:32:43.266695,28,10
24,2017-11-16 08:15:54.201545,30,5
25,2017-11-16 13:43:35.193274,31,10
26,2017-11-16 18:58:12.485571,32,5
27,2017-11-16 19:32:59.428386,33,5
28,2017-11-17 00:38:35.912714,34,5
29,2017-11-18 05:41:52.729402,35,5
312,2018-01-24 01:28:13.559648,227,5
314,2018-01-24 07:24:00.356154,228,5
318,2018-01-25 00:50:35.948961,229,5
320,2018-01-26 00:28:47.847104,231,10
326,2018-01-26 10:35:00.138453,232,10
330,2018-01-27 18:02:25.917684,234,5
332,2018-01-28 01:18:34.344645,235,5
335,2018-01-28 07:41:56.033803,236,10
336,2018-01-28 12:59:30.986373,238,10
339,2018-01-29 01:02:09.358919,239,10
340,2018-01-29 01:52:24.517178,240,10
341,2018-01-29 10:25:48.77878,241,5
343,2018-01-29 18:51:32.398343,244,10
344,2018-01-29 23:37:30.066092,245,10
345,2018-01-30 01:10:50.461786,246,5
346,2018-01-30 02:18:04.853703,247,10
347,2018-01-30 09:21:47.292556,249,5
349,2018-01-31 09:09:21.394851,251,10
351,2018-01-31 13:27:59.207483,253,5
352,2018-01-31 15:04:05.911871,254,10
353,2018-01-31 19:03:00.179324,255,5
355,2018-02-01 06:51:58.022223,256,5
357,2018-02-01 14:58:24.221389,257,10
364,2018-02-02 17:16:14.766028,259,5
366,2018-02-02 18:49:41.344147,260,10
367,2018-02-02 20:16:00.703502,261,5
369,2018-02-03 07:46:22.170843,262,10
370,2018-02-03 12:08:42.227693,263,10
371,2018-02-03 21:38:48.173922,264,5
372,2018-02-04 08:21:53.611786,265,5
375,2018-02-04 17:03:15.594193,267,5
2242,2018-09-11 00:45:53.377973,91,10
2711,2018-10-27 18:02:25.917684,234,10
2716,2018-10-28 01:18:34.344645,235,5
2722,2018-10-28 12:59:30.986373,238,5
2732,2018-10-29 01:02:09.358919,239,5
2744,2018-10-30 01:10:50.461786,246,10
2791,2018-11-03 07:46:22.170843,262,5
2811,2018-11-05 07:32:21.204131,271,5
2548,2018-10-11 00:45:53.377973,91,5
2767,2018-11-01 17:38:19.36158,166,10
2625,2018-10-18 07:43:32.910083,37,10
2678,2018-10-23 14:04:39.360989,55,10
2709,2018-10-27 14:05:09.650827,64,10
71,2017-12-07 07:24:54.203739,4,10
72,2017-12-07 09:36:40.320784,5,10
76,2017-12-08 01:00:24.87733,8,10
77,2017-12-08 04:38:28.503406,9,10
78,2017-12-08 13:05:37.252461,10,5
80,2017-12-09 07:25:44.827846,11,10
81,2017-12-09 21:10:25.254694,12,10
83,2017-12-10 06:09:33.551172,14,10
84,2017-12-10 16:19:40.348793,15,10
90,2017-12-12 01:56:35.203768,16,5
94,2017-12-12 09:05:58.968269,18,10
96,2017-12-12 16:41:56.711651,19,10
97,2017-12-12 23:09:54.260307,20,5
98,2017-12-13 01:38:27.598603,21,10
101,2017-12-13 22:00:44.005289,22,5
102,2017-12-14 03:59:30.738255,24,5
103,2017-12-14 07:06:46.113041,25,5
105,2017-12-14 16:05:51.164113,26,10
107,2017-12-15 16:32:43.266695,28,5
110,2017-12-16 08:15:54.201545,30,10
111,2017-12-16 18:58:12.485571,32,10
112,2017-12-16 19:32:59.428386,33,5
113,2017-12-17 00:38:35.912714,34,10
117,2017-12-18 05:41:52.729402,35,10
118,2017-12-18 07:43:32.910083,37,10
121,2017-12-19 04:51:52.420068,39,5
122,2017-12-19 08:15:33.810829,40,5
125,2017-12-19 14:46:45.393637,41,10
128,2017-12-20 09:39:45.382785,43,10
130,2017-12-21 01:52:49.14738,44,10
134,2017-12-21 09:18:14.359693,45,5
135,2017-12-21 10:00:42.32636,46,5
137,2017-12-21 19:29:44.216208,47,5
139,2017-12-22 01:54:51.094697,48,10
141,2017-12-22 04:24:48.299567,50,10
143,2017-12-22 08:03:16.714083,51,10
146,2017-12-23 12:49:55.487704,54,10
148,2017-12-23 14:04:39.360989,55,10
156,2017-12-25 12:49:05.783246,58,10
215,2018-01-08 19:32:44.132914,86,5
223,2018-01-09 21:34:40.410752,89,10
226,2018-01-11 00:45:53.377973,91,10
227,2018-01-11 05:08:23.02419,92,10
230,2018-01-11 12:03:51.632689,93,5
231,2018-01-11 20:03:15.723503,94,5
234,2018-01-12 00:17:22.875161,95,5
236,2018-01-12 03:47:49.236769,96,5
237,2018-01-12 06:54:31.893165,97,5
238,2018-01-12 08:02:11.866517,98,10
240,2018-01-12 12:20:31.557742,99,5
245,2018-01-13 05:49:31.622508,100,5
249,2018-01-13 19:12:21.771812,103,10
256,2018-01-14 20:12:23.1907,106,10
258,2018-01-15 21:12:38.663224,107,5
261,2018-01-16 03:34:30.141848,108,10
266,2018-01-17 02:20:25.80313,110,5
269,2018-01-17 19:08:32.106109,112,5
271,2018-01-18 03:26:53.895238,113,10
275,2018-01-18 09:56:13.004908,115,5
276,2018-01-18 18:30:24.846216,116,10
281,2018-01-19 12:27:55.298606,117,5
282,2018-01-19 13:41:42.340576,118,5
284,2018-01-19 20:43:20.969398,120,5
286,2018-01-20 16:37:49.252161,122,10
289,2018-01-21 03:21:04.940221,123,5
290,2018-01-21 08:21:34.065524,124,5
157,2017-12-25 17:08:48.092812,59,10
161,2017-12-26 04:52:14.008524,60,5
162,2017-12-26 07:11:28.197168,61,10
165,2017-12-27 03:19:18.242026,62,5
167,2017-12-27 14:05:09.650827,64,5
173,2017-12-28 14:02:17.382278,65,10
183,2018-01-01 21:12:11.522434,69,10
186,2018-01-02 06:55:30.625295,70,5
187,2018-01-02 11:52:58.888975,71,10
190,2018-01-03 02:14:42.198556,72,5
191,2018-01-03 04:19:47.632801,73,5
192,2018-01-03 07:10:59.753508,74,5
194,2018-01-04 14:12:17.605215,77,10
195,2018-01-05 02:21:34.17878,78,5
199,2018-01-05 16:07:48.002828,79,10
205,2018-01-06 13:22:05.403247,80,10
210,2018-01-07 13:26:51.383067,82,5
211,2018-01-07 13:51:11.477944,83,5
212,2018-01-08 00:08:49.607255,84,10
294,2018-01-21 13:18:32.547833,126,10
297,2018-01-22 00:29:00.513501,127,10
299,2018-01-22 01:57:28.793298,128,10
302,2018-01-22 05:32:26.227064,130,5
306,2018-01-23 03:00:28.812305,131,10
310,2018-01-23 15:30:45.220115,134,10
311,2018-01-23 16:38:47.955363,135,10
313,2018-01-24 07:10:02.882241,137,5
315,2018-01-24 16:01:45.471421,139,5
316,2018-01-24 16:03:05.813572,140,5
317,2018-01-24 17:10:39.266742,141,10
321,2018-01-26 02:40:48.607521,142,5
322,2018-01-26 03:07:20.882932,143,10
323,2018-01-26 04:18:49.326982,144,10
325,2018-01-26 07:45:12.371262,145,5
328,2018-01-27 07:32:53.302126,148,5
331,2018-01-27 18:19:33.509495,149,5
333,2018-01-28 04:53:52.677633,151,10
334,2018-01-28 05:27:17.251753,152,5
337,2018-01-28 13:08:15.32,153,5
338,2018-01-28 17:42:44.961708,155,10
342,2018-01-29 14:40:59.51923,157,5
348,2018-01-31 06:49:14.518423,159,10
350,2018-01-31 10:58:03.928694,160,10
354,2018-02-01 04:45:11.586233,163,10
356,2018-02-01 14:34:49.814175,165,5
358,2018-02-01 17:38:19.36158,166,5
360,2018-02-02 05:22:29.846553,168,10
363,2018-02-02 15:06:35.985771,169,5
365,2018-02-02 18:48:27.28955,170,10
373,2018-02-04 10:39:23.773555,172,10
379,2018-02-05 04:45:56.032502,173,10
381,2018-02-05 10:37:20.053928,174,5
382,2018-02-05 11:26:48.557642,175,10
562,2018-03-02 17:16:14.766028,259,10
564,2018-03-02 20:16:00.703502,261,5
566,2018-03-03 07:46:22.170843,262,5
567,2018-03-03 21:38:48.173922,264,5
569,2018-03-04 08:21:53.611786,265,10
574,2018-03-04 17:03:15.594193,267,10
575,2018-03-04 19:00:54.63094,268,10
577,2018-03-05 03:31:28.002099,270,5
579,2018-03-05 07:32:21.204131,271,10
582,2018-03-05 12:59:18.316797,272,10
590,2018-03-07 05:27:53.118668,274,5
596,2018-03-07 15:10:50.737235,276,5
597,2018-03-07 19:30:46.571774,277,10
598,2018-03-08 00:06:25.16,279,5
601,2018-03-08 02:43:35.85417,280,10
602,2018-03-08 04:05:12.173015,282,5
604,2018-03-08 11:43:13.285875,283,10
605,2018-03-08 11:48:40.807535,284,5
609,2018-03-09 09:34:52.380633,286,5
613,2018-03-10 02:37:44.65004,289,5
616,2018-03-10 14:40:34.755977,291,5
621,2018-03-11 00:25:06.740961,292,5
625,2018-03-11 12:42:44.061559,293,5
626,2018-03-11 13:10:03.593603,295,5
639,2018-03-13 07:45:13.54096,301,5
646,2018-03-13 23:22:08.243693,303,10
655,2018-03-16 00:05:59.42069,307,10
658,2018-03-16 12:17:12.079927,309,10
659,2018-03-16 12:57:38.688973,310,5
666,2018-03-17 18:10:35.287872,312,5
673,2018-03-19 06:29:10.822477,313,5
680,2018-03-20 04:27:49.38227,316,5
681,2018-03-20 05:28:55.2958,317,10
682,2018-03-20 06:04:42.418131,318,10
684,2018-03-20 16:35:21.61824,319,10
692,2018-03-21 10:33:35.509139,320,5
696,2018-03-21 20:20:42.686201,321,5
706,2018-03-23 08:39:27.575211,323,5
711,2018-03-23 19:09:22.279484,324,5
720,2018-03-26 02:38:44.719398,325,5
732,2018-03-27 13:50:10.37041,328,5
743,2018-03-28 09:42:51.334502,332,10
746,2018-03-28 13:33:14.619412,333,5
747,2018-03-28 18:13:13.177863,334,5
773,2018-04-01 19:08:06.944025,337,10
774,2018-04-01 19:32:56.541256,338,5
777,2018-04-02 05:45:18.397689,342,5
779,2018-04-02 11:16:38.065158,344,5
790,2018-04-04 14:54:22.003109,347,10
794,2018-04-04 23:25:03.524496,349,10
808,2018-04-06 13:12:40.086659,352,10
810,2018-04-07 01:46:58.857266,354,10
819,2018-04-08 00:34:08.766385,355,10
837,2018-04-10 08:40:45.029428,356,10
839,2018-04-10 16:08:44.640823,357,10
841,2018-04-10 19:04:14.015012,358,10
860,2018-04-13 02:33:54.679129,362,10
866,2018-04-13 14:20:00.368667,363,10
875,2018-04-14 16:06:08.400592,365,5
893,2018-04-17 01:31:54.645514,369,10
1024,2018-05-01 16:18:26.852471,412,10
1031,2018-05-02 02:09:31.12038,413,10
1043,2018-05-04 04:46:33.522059,417,5
1044,2018-05-04 05:57:15.708061,418,5
1048,2018-05-04 21:49:53.340703,421,5
1050,2018-05-04 23:38:15.636152,422,10
1051,2018-05-05 00:39:58.570805,423,10
1053,2018-05-05 04:34:51.34188,424,10
1058,2018-05-05 10:32:53.182513,425,5
1065,2018-05-06 16:59:45.75192,428,5
1071,2018-05-07 19:21:57.691239,430,10
1079,2018-05-08 14:24:20.046076,432,5
1080,2018-05-08 18:43:52.927812,433,10
1082,2018-05-08 19:39:37.898604,434,10
1088,2018-05-10 05:31:53.655846,437,10
1090,2018-05-10 14:14:49.872504,438,5
1096,2018-05-10 20:48:27.953813,439,10
1097,2018-05-10 22:21:14.030441,440,10
1109,2018-05-12 07:32:49.565554,442,5
1115,2018-05-12 19:12:19.271523,443,10
1118,2018-05-13 03:06:02.418501,444,5
1123,2018-05-13 21:23:25.065592,446,10
1124,2018-05-13 22:36:06.215544,447,5
1127,2018-05-14 09:15:34.343382,449,5
1129,2018-05-14 12:28:48.489708,450,10
1134,2018-05-15 06:58:48.006561,451,5
1135,2018-05-15 07:29:11.0876,452,10
